asset,event,slug,ts,ask,n_ask,gap,label,delta,ret_T,covd,limit,fill_t,ev_taker,fill_1800,ev_am_1800,ev_fb_1800,fill_7200,ev_am_7200,ev_fb_7200,fill_14400,ev_am_14400,ev_fb_14400
BTC,2026-04-27,bitcoin-above-78k-on-april-27,1776947400,0.46,0.46,0.05092261962851935,0,10.020875038299346,-0.013356129407230235,True,0.45,,-0.34354789621479076,False,,-0.3535968962147906,False,,-0.3936528962147907,False,,-0.45331689621479065
BTC,2026-02-03,bitcoin-above-78k-on-february-3,1769878800,0.709,0.613,0.05342190736894048,0,6.5085924320737965,-0.049748228412796774,True,0.699,1769879285.866,-0.30581522704339226,True,-0.37520905704339225,,True,-0.37520905704339225,,True,-0.37520905704339225,
BTC,2026-05-05,bitcoin-above-78k-on-may-5,1777660200,0.61,0.59,0.050714438131062356,1,12.68827497437879,0.036726729074030066,True,0.6,1777669706.849,-0.07293183740080555,False,,-0.09265183740080563,False,,-0.0034708374008056153,True,-0.06599883740080559,
BTC,2025-11-27,bitcoin-above-78k-on-november-27,1763745300,0.81,0.81,0.05724742570207786,1,2.867724547898809,0.07165090647506252,True,0.8,,-0.02624806337773855,False,,-0.1023280633777385,False,,-0.1023280633777385,False,,-0.09286706337773849
BTC,2026-05-10,bitcoin-above-80k-on-may-10,1778155200,0.65,0.71,0.06360481173495391,1,13.91004784332246,0.007114779686957871,True,0.64,1778161156.159,0.17662007415971726,False,,0.15723607415971724,True,0.2610330741597172,,True,0.2610330741597172,
BTC,2026-05-11,bitcoin-above-80k-on-may-11,1778209200,0.41,0.43,0.051805777199697256,1,13.2651802964344,0.02387373244282413,True,0.4,1778209975.636,0.23615363479710277,True,0.28331063479710267,,True,0.28331063479710267,,True,0.28331063479710267,
BTC,2025-11-26,bitcoin-above-80k-on-november-26,1763729100,0.649,0.649,0.0514290886584734,1,4.238687903580884,0.05701239732560693,True,0.639,,0.09339631110180271,False,,-0.002852478898197258,False,,-0.09392232889819724,False,,0.03101807110180274
BTC,2025-11-27,bitcoin-above-80k-on-november-27,1763730900,0.68,0.68,0.050098972098832295,1,3.8195877225994446,0.08714325805671905,True,0.67,,-0.028083318580759298,False,,-0.028083318580759298,False,,-0.10561931858075924,False,,-0.0572643185807592
BTC,2026-02-03,bitcoin-above-82k-on-february-3,1769784300,0.606,0.606,0.09758406908233852,0,7.690595865089907,-0.08982068097514669,True,0.596,1769797361.226,0.06806107770702274,False,,0.06806107770702274,False,,0.0004183077070227803,True,0.09477455770702281,
BTC,2026-05-10,bitcoin-above-82k-on-may-10,1778094900,0.37,0.39,0.05044111703107873,0,11.24184646129692,0.0023940756400804924,True,0.36,1778108612.815,-0.43356683076251606,False,,-0.474070830762516,False,,-0.45384683076251603,True,-0.386913830762516,
BTC,2026-05-11,bitcoin-above-82k-on-may-11,1778112000,0.41,0.42,0.06473570870572937,0,10.350228143174618,-0.00046703840234891186,True,0.4,,-0.432218045984065,False,,-0.40181904598406504,False,,-0.37129404598406496,False,,-0.37129404598406496
BTC,2026-05-12,bitcoin-above-82k-on-may-12,1778112000,0.42,0.43,0.054380573405711674,0,9.151134316780915,-0.014180014996144684,True,0.41,,-0.31739377815631237,False,,-0.27688977815631244,False,,-0.27688977815631244,False,,-0.2667287781563124
BTC,2025-11-26,bitcoin-above-82k-on-november-26,1763761500,0.689,0.689,0.05508960736940971,1,4.7887679292115966,0.030269476248844445,False,0.679,,0.15104697290550165,False,,0.15104697290550165,False,,0.06784025290550155,False,,0.08709825290550158
BTC,2025-11-30,bitcoin-above-82k-on-november-30,1764200700,0.93,0.93,0.050268455247384325,1,1.5473533600331808,0.014611061342662875,True,0.92,,0.04283452513777964,False,,0.04283452513777964,False,,0.04283452513777964,False,,-0.01237000486222031
BTC,2025-12-01,bitcoin-above-84k-on-december-1,1764121500,0.76,0.76,0.052083317629879056,1,4.86130257302099,-0.040086918044490376,True,0.75,,0.4221066378341626,False,,0.36454263783416263,False,,0.39326163783416257,False,,0.36454263783416263
BTC,2025-12-02,bitcoin-above-84k-on-december-2,1764121500,0.74,0.74,0.052924075505819124,1,4.672100365951168,0.031666595538250394,True,0.73,,0.0985824873973127,False,,0.040850487397312674,False,,0.0696534873973127,False,,0.040850487397312674
BTC,2025-12-31,bitcoin-above-84k-on-december-31,1766716200,0.83,0.83,0.07440203295915315,1,4.221590741356357,-0.015826878050528057,True,0.82,,0.2269376018426854,False,,0.2269376018426854,False,,0.13225760184268534,False,,0.12286660184268543
BTC,2026-02-03,bitcoin-above-84k-on-february-3,1769796900,0.36,0.34,0.05113519481707418,0,9.395241453369353,-0.08046417006009382,True,0.35,1769797177.667,0.40027230605955466,True,0.4059803060595547,,True,0.4059803060595547,,True,0.4059803060595547,
BTC,2026-02-04,bitcoin-above-84k-on-february-4,1769784300,0.4,0.4,0.0938177136776493,0,7.837091161467807,-0.12527956216184347,True,0.39,,0.5650273493311402,False,,0.5751743493311401,False,,0.5346703493311402,False,,0.43439034933114007
BTC,2025-11-24,bitcoin-above-84k-on-november-24,1763588700,0.84,0.84,0.0572695395991063,1,3.3528651644069534,-0.03646930729109293,True,0.83,,0.272868669986358,False,,0.272868669986358,False,,0.272868669986358,False,,0.272868669986358
BTC,2025-11-25,bitcoin-above-84k-on-november-25,1763676900,0.73,0.73,0.05720527737689818,1,4.79977616216051,-0.008029614554907574,True,0.72,,0.29474335253198247,False,,0.29474335253198247,False,,0.24652835253198244,False,,0.30442835253198247
BTC,2025-11-25,bitcoin-above-84k-on-november-25,1763767800,0.56,0.56,0.06117187554458148,1,6.525684235137881,0.025068228521476065,True,0.55,,0.2591646563345698,False,,0.2591646563345698,False,,0.2591646563345698,False,,0.2591646563345698
