slug,K,T_pm,ts,bid,bid_sz,ask,ask_sz,result_id,fv,sigma,x,S_idx,S_bin,extrap,tte_d,label,asset,mid,spread,dt,date,S_T,n_bid,n_ask,n_bid_sz,n_ask_sz,n_mid,n_ts,exp_dt,is_test,event,gap_yes,gap_no,delta,ret_T,ev_raw,ev_hedged,entry
bitcoin-above-60k-on-june-29-2026,60000.0,1782748860,1782522000,0.5,11500.53,0.51,63.79,1,0.5675212811498698,0.3867240091732767,-0.001317998349020504,59982.869999999995,60059.07,0,2.6256944444444446,0,BTC,0.505,0.010000000000000009,2026-06-27 01:00:00+00:00,2026-06-27,59807.99,0.49,0.51,6383.51,73.79,0.5,1782522900.0,2026-06-29 16:01:00+00:00,True,2026-06-29,0.05752128114986976,-0.06752128114986977,12.16166693563948,-0.004189313848387195,-0.527493,-0.47654396028705287,0.51
bitcoin-above-60k-on-june-30-2026,60000.0,1782835260,1782624600,0.46,6548.0,0.47,16.88,1,0.5211873109573952,0.42391754149533706,0.0028133123493242485,59729.43,59836.09,0,2.4381944444444446,0,BTC,0.46499999999999997,0.009999999999999953,2026-06-28 05:30:00+00:00,2026-06-28,58441.4,0.48,0.51,5160.0,74.38,0.495,1782625500.0,2026-06-30 16:01:00+00:00,True,2026-06-30,0.05118731095739526,-0.06118731095739521,11.461147024870884,-0.023584447832379573,-0.527493,-0.25718817589270027,0.51
bitcoin-above-60k-on-july-1-2026,60000.0,1782921660,1782666000,0.46,5.0,0.47,10.0,0,0.5249261475921314,0.5153348552588681,0.0032782787382498683,59599.41,59690.62,0,2.959027777777778,1,BTC,0.46499999999999997,0.009999999999999953,2026-06-28 17:00:00+00:00,2026-06-28,60114.03,0.46,0.47,5.0,6311.0,0.46499999999999997,1782666900.0,2026-07-01 16:01:00+00:00,True,2026-07-01,0.054926147592131436,-0.06492614759213139,8.520350592933646,0.00706836943074656,0.512563,0.4523380143296645,0.47
bitcoin-above-60k-on-july-1-2026,60000.0,1782921660,1782830700,0.2,20.0,0.21,1154.0,0,0.26911358302608096,0.5067050763061821,0.017950765308001576,58752.96000000001,58919.4,0,1.0527777777777778,1,BTC,0.20500000000000002,0.009999999999999981,2026-06-30 14:45:00+00:00,2026-06-30,60114.03,0.16,0.17,8002.0,190.0,0.165,1782831600.0,2026-07-01 16:01:00+00:00,True,2026-07-01,0.05911358302608097,-0.06911358302608095,11.622358548487117,0.020072850313667605,0.8201229999999999,0.5868291365644429,0.17
solana-above-70-on-july-3-2026,70.0,1783094460,1782882000,0.83,2945.0,0.84,6.8,0,0.9082889799403743,0.8400187199672401,-0.07475057931823571,75.5905,75.57,0,2.459027777777778,1,SOL,0.835,0.010000000000000009,2026-07-01 05:00:00+00:00,2026-07-01,81.27,0.83,0.84,2945.0,6.8,0.835,1782882900.0,2026-07-03 16:01:00+00:00,True,2026-07-03,0.0682889799403743,-0.07828897994037431,3.24329694976971,0.07271756573248503,0.15059200000000003,-0.08525265913484706,0.84
solana-above-80-on-july-3-2026,80.0,1783094460,1782907200,0.08,2925.0,0.13,2925.0,0,0.18265479709949728,1.0332716007170475,0.06887720769944354,74.7463,74.84,0,2.167361111111111,1,SOL,0.10500000000000001,0.05,2026-07-01 12:00:00+00:00,2026-07-01,81.27,0.07,0.12,2925.0,2925.0,0.095,1782908100.0,2026-07-03 16:01:00+00:00,True,2026-07-03,0.052654797099497275,-0.10265479709949728,3.4102682739164147,0.0824244433592244,0.872608,0.5915185358168166,0.12
ethereum-above-1600-on-july-3-2026,1600.0,1783094460,1782950400,0.54,206.69,0.56,255.61,0,0.6105120246278042,0.5363705048736329,-0.007436682174643208,1607.96,1609.58,0,1.667361111111111,1,ETH,0.55,0.020000000000000018,2026-07-02 00:00:00+00:00,2026-07-02,1730.99,0.53,0.55,321.0,508.48,0.54,1782951300.0,2026-07-03 16:01:00+00:00,True,2026-07-03,0.05051202462780413,-0.07051202462780415,10.887132081748334,0.07272022377110483,0.432675,-0.3590396812103132,0.55
bitcoin-above-62k-on-july-4-2026,62000.0,1783180860,1782963900,0.22,10.0,0.23,572.63,0,0.28794794344011526,0.3376224010330677,0.01739951988481762,60731.815,60812.45,0,2.511111111111111,1,BTC,0.225,0.010000000000000009,2026-07-02 03:45:00+00:00,2026-07-02,62896.0,0.27,0.28,7.0,5566.96,0.275,1782964800.0,2026-07-04 16:01:00+00:00,True,2026-07-04,0.05794794344011525,-0.06794794344011526,11.114304594959911,0.03368803093300206,0.705888,0.33146896300618356,0.28
bitcoin-above-62k-on-july-5-2026,62000.0,1783267260,1783008900,0.37,5082.74,0.4,6377.55,0,0.4569581954286801,0.3181922221671294,0.0034755261658789074,61544.36,61698.0,0,2.990277777777778,1,BTC,0.385,0.030000000000000027,2026-07-02 16:15:00+00:00,2026-07-02,62736.0,0.31,0.34,5010.0,6496.8,0.325,1783009800.0,2026-07-05 16:01:00+00:00,True,2026-07-05,0.05695819542868008,-0.08695819542868011,13.619591610969275,0.016683930074867286,0.6442919999999999,0.4170636859143394,0.34
ethereum-above-1700-on-july-4-2026,1700.0,1783180860,1783022400,0.48,258.26,0.5,258.26,0,0.55292864088353,0.4609304109181283,-0.0023467501916767863,1697.61,1700.15,0,1.8340277777777778,1,ETH,0.49,0.020000000000000018,2026-07-02 20:00:00+00:00,2026-07-02,1788.64,0.5,0.51,507.26,221.0,0.505,1783023300.0,2026-07-04 16:01:00+00:00,True,2026-07-04,0.05292864088353,-0.07292864088353002,12.208935610605478,0.05073907207609508,0.472507,-0.14696306391891523,0.51
ethereum-above-1700-on-july-5-2026,1700.0,1783267260,1783039500,0.47,36.25,0.5,4200.0,0,0.5515609151129643,0.4073161022180874,-0.002188769952835232,1697.05,1698.9,0,2.636111111111111,1,ETH,0.485,0.030000000000000027,2026-07-03 00:45:00+00:00,2026-07-03,1774.16,0.47,0.5,36.26,4205.0,0.485,1783040400.0,2026-07-05 16:01:00+00:00,True,2026-07-05,0.051560915112964345,-0.08156091511296437,11.517587960161778,0.043346088671904606,0.4825,-0.016742389007633363,0.5
bitcoin-above-62k-on-july-4-2026,62000.0,1783180860,1783087200,0.48,22.0,0.49,50.0,0,0.5439416524795797,0.2640138530379756,-0.0019857934810514908,61962.55,62116.01,0,1.0840277777777778,1,BTC,0.485,0.010000000000000009,2026-07-03 14:00:00+00:00,2026-07-03,62896.0,0.42,0.43,76.58,40.0,0.425,1783088100.0,2026-07-04 16:01:00+00:00,True,2026-07-04,0.053941652479579716,-0.06394165247957972,27.51937956239967,0.012478802983457564,0.5528430000000001,0.20943408421382598,0.43
bitcoin-above-64k-on-july-7-2026,64000.0,1783440060,1783288800,0.28,6514.0,0.29,211.7,1,0.34042585759912547,0.3870876559868688,0.012339320619785845,62995.12,63092.01,0,1.7506944444444443,0,BTC,0.28500000000000003,0.009999999999999953,2026-07-05 22:00:00+00:00,2026-07-05,63917.45,0.31,0.32,207.0,204.0,0.315,1783289700.0,2026-07-07 16:01:00+00:00,True,2026-07-07,0.05042585759912549,-0.06042585759912544,12.817686253793374,0.012998269921310908,-0.33523200000000003,-0.5018397456934827,0.32
bitcoin-above-64k-on-july-8-2026,64000.0,1783526460,1783299600,0.44,5451.0,0.46,6726.0,1,0.5229994771871403,0.3731756098623182,0.0011894877428353678,63672.04,63761.99,0,2.6256944444444446,0,BTC,0.45,0.020000000000000018,2026-07-06 01:00:00+00:00,2026-07-06,61752.01,0.46,0.47,50.0,6726.0,0.46499999999999997,1783300500.0,2026-07-08 16:01:00+00:00,True,2026-07-08,0.06299947718714033,-0.08299947718714035,12.49248101289693,-0.03203071919976267,-0.48743699999999995,-0.08729384856753164,0.47
bitcoin-above-62k-on-july-8-2026,62000.0,1783526460,1783332900,0.67,5553.3,0.68,410.0,1,0.7320596202204548,0.40592604380511405,-0.016328061830025782,62785.575,62840.01,0,2.2402777777777776,0,BTC,0.675,0.010000000000000009,2026-07-06 10:15:00+00:00,2026-07-06,61752.01,0.69,0.7,86.31,6731.0,0.695,1783333800.0,2026-07-08 16:01:00+00:00,True,2026-07-08,0.05205962022045474,-0.06205962022045475,11.546242682187557,-0.017465446936102566,-0.7147,-0.5130397111228906,0.7
bitcoin-above-64k-on-july-10-2026,64000.0,1783699260,1783461600,0.34,5477.18,0.36,504.67,0,0.42197140319417104,0.36412064749580536,0.008614567726808589,63282.34,63423.94,0,2.7506944444444446,1,BTC,0.35,0.019999999999999962,2026-07-07 22:00:00+00:00,2026-07-07,64041.66,0.39,0.4,469.25,425.0,0.395,1783462500.0,2026-07-10 16:01:00+00:00,True,2026-07-10,0.06197140319417105,-0.08197140319417101,12.058836890927884,0.009692416398802738,0.5831999999999999,0.4663207315678831,0.4
bitcoin-above-62k-on-july-10-2026,62000.0,1783699260,1783594800,0.71,539.0,0.72,1024.0,0,0.7705062662296115,0.38132551592018754,-0.01370856363615802,62718.47,62786.04,0,1.2090277777777778,1,BTC,0.715,0.010000000000000009,2026-07-09 11:00:00+00:00,2026-07-09,64041.66,0.7,0.71,6384.14,521.0,0.705,1783595700.0,2026-07-10 16:01:00+00:00,True,2026-07-10,0.05050626622961152,-0.06050626622961153,15.512997988116384,0.019801053321978176,0.275587,-0.03158670034643263,0.71
bitcoin-above-62k-on-july-11-2026,62000.0,1783785660,1783597500,0.65,5344.0,0.66,400.0,0,0.7176716976948867,0.3471560807726594,-0.012609397278295882,62569.145000000004,62661.3,0,2.1777777777777776,1,BTC,0.655,0.010000000000000009,2026-07-09 11:45:00+00:00,2026-07-09,64157.3,0.68,0.69,5424.97,420.68,0.685,1783598400.0,2026-07-11 16:01:00+00:00,True,2026-07-11,0.05767169769488667,-0.06767169769488668,13.829199370766124,0.023593848181711324,0.29502700000000004,-0.031257030428473664,0.69
bitcoin-above-64k-on-july-12-2026,64000.0,1783872060,1783682100,0.62,10592.7,0.63,43.0,0,0.6951121320542095,0.29502678847809133,-0.009729364822867544,64416.1,64449.54,0,2.198611111111111,1,BTC,0.625,0.010000000000000009,2026-07-10 11:15:00+00:00,2026-07-10,64173.58,0.61,0.62,534.34,442.0,0.615,1783683000.0,2026-07-12 16:01:00+00:00,True,2026-07-12,0.06511213205420951,-0.07511213205420952,16.684797773343476,-0.004290992528072399,0.363508,0.4351023425778159,0.62
solana-above-80-on-july-12-2026,80.0,1783872060,1783712700,0.16,2475.0,0.19,10.0,1,0.24432380815182125,0.529803216703205,0.025396543836262248,77.9168,77.97,1,1.8444444444444443,0,SOL,0.175,0.03,2026-07-10 19:45:00+00:00,2026-07-10,77.49,0.15,0.19,2475.0,2480.0,0.16999999999999998,1783713600.0,2026-07-12 16:01:00+00:00,True,2026-07-12,0.05432380815182125,-0.08432380815182125,8.283531364140384,-0.0061752415456497725,-0.200773,-0.1496201929754674,0.19
