slug,ts,sz,n,last,sz_buy,vwap,vwap_buy,K,T_pm,label,S_T,S_bin,S_idx,fv,sigma,x,extrap,tte_d,asset,exp_dt,event,quarter,year,gap,n_vwap,n_vwap_buy,n_Sbin,n_ts_,delta,ret_T,ev_raw,ev_hedged,cfg
bitcoin-above-114k-on-september-18,1758031200,42.42,3,0.63,42.42,0.6323573785950024,0.6323573785950024,114000.0,1758211260,1,117599.1,115200.0,115192.845,0.6602856539206946,0.3540528185594706,-0.010471299867295478,0,2.084027777777778,BTC,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.027928275325692198,0.64,0.64,114994.84,1758032100.0,13.883693692141192,0.02061163411222648,0.34387199999999996,0.05770638549135898,S2-analog
bitcoin-above-114k-on-september-18,1758133800,297.68,4,0.71,297.68,0.71,0.71,114000.0,1758211260,1,117599.1,115961.73,115926.34,0.7624684173865443,0.5374670779708464,-0.01706177448523769,0,0.8965277777777778,BTC,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.052468417386544286,0.6960569295380308,0.7002189397915572,114902.33,1758134700.0,12.302668808082071,0.014021159494284043,0.28913375283536086,0.11663607127188877,S2-analog
bitcoin-above-114k-on-september-19,1758030300,3960.0,1,0.58,3960.0,0.58,0.58,114000.0,1758297660,1,115816.59,115085.35,114986.32,0.6187586367140696,0.3457179098605261,-0.009475578606932423,0,3.0944444444444446,BTC,2025-09-19 16:01:00+00:00,2025-09-19,2025Q3,2025,0.03875863671406965,0.63,0.63,115200.0,1758031200.0,12.044940509165793,0.0063337921248292715,0.35368299999999997,0.2773928506590086,S2-analog
bitcoin-above-114k-on-september-19,1758133800,372.24,6,0.67,372.24,0.6679851708575113,0.6679851708575113,114000.0,1758297660,1,115816.59,115961.73,115926.34,0.7161422482106459,0.47538592020463166,-0.01706177448523769,0,1.8965277777777776,BTC,2025-09-19 16:01:00+00:00,2025-09-19,2025Q3,2025,0.04815707735313457,0.6957523908659162,0.6957523908659162,114902.33,1758134700.0,10.371446968746586,-0.0012524037534760702,0.2894299390311643,0.30241917814380054,S2-analog
bitcoin-above-114k-on-september-22,1758501000,1918.96,20,0.77,1618.96,0.7873673239671489,0.7893502001284776,114000.0,1758556860,0,112782.89,115169.88,115220.36,0.8328226500427521,0.2664486940171756,-0.010209807347773136,0,0.6465277777777778,BTC,2025-09-22 16:01:00+00:00,2025-09-22,2025Q3,2025,0.04545532607560321,0.6292977200671439,0.6291100075426204,114846.87,1758501900.0,23.62443460726584,-0.02094361258071484,-0.6456274670381246,-0.15084646118511663,S2-analog
bitcoin-above-114k-on-september-23,1758501000,5000.0,1,0.69,5000.0,0.69,0.69,114000.0,1758643260,0,112897.11,115169.88,115220.36,0.743343441964869,0.2738791435291002,-0.010209807347773136,0,1.6465277777777778,BTC,2025-09-23 16:01:00+00:00,2025-09-23,2025Q3,2025,0.053343441964869065,0.6640127970749543,0.6651688555347092,114846.87,1758501900.0,18.68600311576007,-0.019931382788508388,-0.6796297832426498,-0.3071919023551754,S2-analog
bitcoin-above-114k-on-september-23,1758591900,35.118256,2,0.07,35.118256,0.06999999999999999,0.06999999999999999,114000.0,1758643260,0,112897.11,112266.0,112342.91,0.11486439336596874,0.32401688387760846,0.015327392954345183,0,0.5944444444444444,BTC,2025-09-23 16:01:00+00:00,2025-09-23,2025Q3,2025,0.044864393365968744,0.09765116675183104,0.09765116675183104,112156.66,1758592800.0,15.231334858668431,0.005605817513610042,-0.10381924589869963,-0.18920332960508224,S2-analog
bitcoin-above-114k-on-september-24,1758501900,3540.0,2,0.62,3540.0,0.6100564971751412,0.6100564971751412,114000.0,1758729660,0,113316.53,114846.87,114937.87,0.6465074783259676,0.28035233495918055,-0.007401227430628032,0,2.636111111111111,BTC,2025-09-24 16:01:00+00:00,2025-09-24,2025Q3,2025,0.036450981150826345,0.61,0.61,114273.45,1758506400.0,16.013713295386452,-0.013414622581206606,-0.626653,-0.4118350800187405,S2-analog
bitcoin-above-114k-on-september-24,1758651300,261.043475,4,0.08,151.043475,0.07337275141621524,0.07582901545399429,114000.0,1758729660,0,113316.53,112109.1,112148.56,0.10163346542310447,0.27333347070910463,0.016725944091026464,0,0.9069444444444446,BTC,2025-09-24 16:01:00+00:00,2025-09-24,2025Q3,2025,0.02826071400688923,0.0899819307891078,0.086127169483284,112010.41,1758652200.0,13.667669338141948,0.010712548940447935,-0.09571389359354783,-0.2421294702802531,S2-analog
bitcoin-above-114k-on-september-25,1758520800,815.0,9,0.32,815.0,0.44024539877300617,0.44024539877300617,114000.0,1758816060,0,111587.58,113691.19,113580.205,0.46956373067580887,0.313332851459787,0.002712535248711569,0,3.417361111111111,BTC,2025-09-25 16:01:00+00:00,2025-09-25,2025Q3,2025,0.029318331902802697,0.35053674649081396,0.35053674649081396,112773.17,1758526200.0,13.08663617733428,-0.018676159714381326,-0.3664729980003454,-0.12206489062844969,S2-analog
bitcoin-above-114k-on-september-25,1758712500,208.88,8,0.29,208.88,0.2756285905783225,0.2756285905783225,114000.0,1758816060,0,111587.58,113086.83,113146.75,0.32157120698269154,0.28719757042556165,0.008042517676080722,0,1.198611111111111,BTC,2025-09-25 16:01:00+00:00,2025-09-25,2025Q3,2025,0.04594261640436903,0.25521739130434784,0.25521739130434784,113041.57,1758713400.0,21.42497779368356,-0.013346177287012179,-0.2685230945179584,0.0174184574868414,S2-analog
bitcoin-above-114k-on-september-26,1758770100,15.0,1,0.25,15.0,0.25,0.25,114000.0,1758902460,0,109029.12,112743.61,112780.095,0.2925121360569819,0.3456799465059317,0.011082145675392452,0,1.5319444444444443,BTC,2025-09-26 16:01:00+00:00,2025-09-26,2025Q3,2025,0.0425121360569819,0.24,,112437.7,1758771900.0,15.673017173113761,-0.03350130020645631,-0.252768,0.2722984534574293,S2-analog
bitcoin-above-114k-on-september-27,1758669300,20.0,1,0.27,20.0,0.27,0.27,114000.0,1758988860,0,109380.08,112128.32,112170.975,0.29928241724453614,0.31006224728242804,0.016554518643417664,0,3.698611111111111,BTC,2025-09-27 16:01:00+00:00,2025-09-27,2025Q3,2025,0.02928241724453612,0.25,0.25,111998.8,1758672000.0,11.011698595518341,-0.02481514043758242,-0.263125,0.010131847104116742,S2-analog
bitcoin-above-114k-on-september-27,1758807000,505.09,2,0.11,505.09,0.11060464471678315,0.11060464471678315,114000.0,1758988860,0,109380.08,111617.01,111549.45,0.19040697585341737,0.32544960935830197,0.02112499070709605,0,2.104861111111111,BTC,2025-09-27 16:01:00+00:00,2025-09-27,2025Q3,2025,0.07980233113663422,0.17,0.17,111499.52,1758810600.0,11.083763935218835,-0.020244668373904103,-0.179877,0.044510125203143625,S2-analog
bitcoin-above-114k-on-september-28,1758660300,500.0,2,0.27,500.0,0.2700000000000001,0.2700000000000001,114000.0,1759075260,0,110063.38,111876.75,111904.235,0.2966400830122464,0.31377639455060935,0.01880062946371733,0,4.802777777777778,BTC,2025-09-28 16:01:00+00:00,2025-09-28,2025Q3,2025,0.02664008301224635,0.32,0.32,112074.65,1758663000.0,9.57836017150003,-0.016341437249189936,-0.33523200000000003,-0.17870782830729212,S2-analog
bitcoin-above-114k-on-september-3,1756825200,208.57222099999998,3,0.089999,22.222221,0.08210262893915772,0.089999,114000.0,1756915260,0,112322.28,111360.01,111368.21,0.11367997658646493,0.3699095802814077,0.02343016200953928,0,1.042361111111111,BTC,2025-09-03 16:01:00+00:00,2025-09-03,2025Q3,2025,0.03157734764730721,0.066999,0.066999,110829.17,1756828800.0,9.880538291334867,0.00860395283181922,-0.07137470937993,-0.15638639479155886,S2-analog
bitcoin-above-114k-on-september-30,1759158000,122.75,2,0.475,0.0,0.4786150712830957,,114000.0,1759248060,0,113074.3,114033.53,114117.84,0.503652298438288,0.2663870110745236,-0.0002940795613841396,0,1.042361111111111,BTC,2025-09-30 16:01:00+00:00,2025-09-30,2025Q3,2025,0.025037227155192243,0.476,,113800.01,1759159800.0,28.021704026604965,-0.008447403192607034,-0.49345967999999996,-0.25674904794336784,S2-analog
bitcoin-above-114k-on-september-5,1756881900,1000.0,2,0.12,1000.0,0.11999999999999998,0.11999999999999998,114000.0,1757088060,0,110630.99,110758.86,110788.98,0.15015071888407225,0.3460989751395268,0.028843042669079753,0,2.386111111111111,BTC,2025-09-05 16:01:00+00:00,2025-09-05,2025Q3,2025,0.030150718884072267,0.16000000000000003,0.16000000000000003,110724.0,1756882800.0,8.260574146871159,-0.0011551569705567774,-0.16940800000000003,-0.15986574019344071,S2-analog
bitcoin-above-114k-on-september-5,1757023200,894.490631,2,0.038,894.490631,0.03967693204156098,0.03967693204156098,114000.0,1757088060,0,110630.99,110500.0,110513.94,0.07347160487493123,0.4920532332747126,0.03118292743668806,0,0.7506944444444446,BTC,2025-09-05 16:01:00+00:00,2025-09-05,2025Q3,2025,0.03379467283337025,0.050055840905281646,0.050055840905281646,110823.61,1757025000.0,6.629601648418018,0.0011847277970514958,-0.05338435866403992,-0.061238632020299166,S2-analog
bitcoin-above-114k-on-september-8,1757079000,6493.103182,21,0.369999,6413.743182,0.36115212996425283,0.36104265146688996,114000.0,1757347260,0,112633.75,112942.01,112995.23,0.38889732563434243,0.3327675810123742,0.009323947247784639,0,3.104861111111111,BTC,2025-09-08 16:01:00+00:00,2025-09-08,2025Q3,2025,0.027745195670089595,0.3828649097746553,0.3860093219988539,113008.21,1757079900.0,12.353142350837357,-0.0027330967820935,-0.3994044657193083,-0.3656421321114918,S2-analog
bitcoin-above-115000-on-august-11,1754584200,100.0,1,0.67,100.0,0.67,0.67,115000.0,1754928060,1,120298.13,116679.87,116697.345,0.6954879133153313,0.2991554046185654,-0.014501902477268017,0,3.979861111111111,BTC,2025-08-11 16:01:00+00:00,2025-08-11,2025Q3,2025,0.02548791331533129,0.62,0.62,116100.01,1754585100.0,11.548428088601831,0.03053904754714571,0.363508,0.010830005507395601,S2-analog
bitcoin-above-115000-on-august-11,1754687700,9.090908,1,0.78,9.090908,0.78,0.78,115000.0,1754928060,1,120298.13,116828.99,116822.17,0.8098378236147536,0.22257130011969609,-0.015779113288636952,0,2.7819444444444446,BTC,2025-08-11 16:01:00+00:00,2025-08-11,2025Q3,2025,0.029837823614753622,0.8,0.8,116931.44,1754690400.0,14.88074755794601,0.02926183673577656,0.18879999999999997,-0.24663800554692195,S2-analog
bitcoin-above-115000-on-august-8,1754431200,345.82,3,0.3,324.09000000000003,0.3065710485223527,0.3050001542781326,115000.0,1754668860,1,116217.05,113606.53,113563.7,0.33563451258323185,0.30806452686432845,0.012191141333882547,0,2.7506944444444446,BTC,2025-08-08 16:01:00+00:00,2025-08-08,2025Q3,2025,0.029063464060879174,0.39000000000000007,,113961.25,1754434800.0,13.362362897741436,0.022718576400930467,0.5933469999999998,0.2897731376107024,S2-analog
bitcoin-above-115000-on-august-8,1754531100,183.78714,7,0.44,183.78714,0.45403417018187453,0.45403417018187453,115000.0,1754668860,1,116217.05,115018.96,115046.26,0.49048854184173957,0.27856410641608953,-0.0001648559757241856,0,1.5944444444444443,BTC,2025-08-08 16:01:00+00:00,2025-08-08,2025Q3,2025,0.03645437165986504,0.4593536361843501,0.4593536361843501,114763.46,1754532000.0,21.668389446903088,0.010362579091323522,0.5232620126980503,0.2987216132729171,S2-analog
bitcoin-above-116k-on-august-20-156-157,1755523800,65.0,5,0.43,65.0,0.43,0.43,116000.0,1755705660,0,113403.43,115658.23,115738.68,0.47099319937819134,0.3533702544473556,0.0029506419690966514,0,2.104861111111111,BTC,2025-08-20 16:01:00+00:00,2025-08-20,2025Q3,2025,0.04099319937819135,0.4197330696984676,0.4197330696984676,115368.0,1755524700.0,14.753992667960407,-0.01968791138746492,-0.4367820750914654,-0.14630677483335375,S2-analog
bitcoin-above-116k-on-august-20-156-157,1755610200,5825.798836,17,0.33,5363.118836000001,0.3616158840067953,0.35965703075200306,116000.0,1755705660,0,113403.43,115747.44,115839.36,0.4594501808463898,0.2973805610492196,0.0021796150152670135,0,1.104861111111111,BTC,2025-08-20 16:01:00+00:00,2025-08-20,2025Q3,2025,0.09783429683959449,0.2886325545197213,0.2886325545197213,115124.21,1755611100.0,24.140629094619566,-0.020458938341294423,-0.3030052207291012,0.19088642143777873,S2-analog
bitcoin-above-116k-on-august-22-142-513,1755612000,30.0,2,0.36,30.0,0.36,0.36,116000.0,1755878460,1,116498.01,115192.0,115246.66,0.4034536521888993,0.3279849844201892,0.0069898897003952895,0,3.0840277777777776,BTC,2025-08-22 16:01:00+00:00,2025-08-22,2025Q3,2025,0.043453652188899294,0.28028810399762133,0.28028810399762133,114139.16,1755613800.0,12.835233629266227,0.01127388990883023,0.7055910282095259,0.5608880173190629,S2-analog
bitcoin-above-116k-on-august-22-142-513,1755704700,5319.0,7,0.18,5297.0,0.18442940402331265,0.18440626769869736,116000.0,1755878460,1,116498.01,113910.4,113867.95,0.24210924089085403,0.3619449869171421,0.018178016656508037,0,2.011111111111111,BTC,2025-08-22 16:01:00+00:00,2025-08-22,2025Q3,2025,0.057679836867541384,0.18403636363636364,0.18403636363636364,113353.94,1755705600.0,11.703127812478899,0.022462016864942834,0.8054519477289256,0.5425760934324431,S2-analog
bitcoin-above-116k-on-august-22-142-513,1755829800,222.0,4,0.072,111.0,0.072,0.072,116000.0,1755878460,1,116498.01,113497.45,113463.56,0.1007936680969384,0.452442103469301,0.021809821397645632,0,0.5631944444444444,BTC,2025-08-22 16:01:00+00:00,2025-08-22,2025Q3,2025,0.02879366809693841,0.05797297297297297,0.054,113360.01,1755832500.0,10.456749740129414,0.026093821606080553,0.9382041795105917,0.6653476172122255,S2-analog
bitcoin-above-116k-on-august-25-771,1756063800,62236.769229,83,0.12,61653.769229,0.08224639651418242,0.08199336493108021,116000.0,1756137660,0,112135.57,114715.24,114709.87,0.2073372083489381,0.334235203276253,0.0111373074450342,0,0.8548611111111112,BTC,2025-08-25 16:01:00+00:00,2025-08-25,2025Q3,2025,0.12509081183475568,0.0878700394181479,0.08907861921965506,113079.32,1756064700.0,19.349881952204072,-0.022744297937304717,-0.09348046210950398,0.3466190180631009,S2-analog
bitcoin-above-116k-on-august-27,1756063800,28292.413834,50,0.18,28193.413834,0.17339867236525006,0.1733577574394226,116000.0,1756310460,0,111972.31,114715.24,114709.87,0.3232279097294923,0.32915926184586036,0.0111373074450342,0,2.8548611111111115,BTC,2025-08-27 16:01:00+00:00,2025-08-27,2025Q3,2025,0.14982923736424222,0.16018682770334025,0.16,113079.32,1756064700.0,12.66512110637121,-0.024201275075997536,-0.1696037182586979,0.13690836150741398,S2-analog
bitcoin-above-116k-on-august-29,1756209600,5.0,1,0.04,5.0,0.04,0.04,116000.0,1756483260,0,108405.48,109876.52,109881.985,0.06860223246381898,0.4177053540925875,0.05423300129454944,0,3.1673611111111115,BTC,2025-08-29 16:01:00+00:00,2025-08-29,2025Q3,2025,0.02860223246381898,0.04,0.04,109625.98,1756210500.0,3.777022525235967,-0.013478548578519696,-0.042688000000000004,0.00822078158855611,S2-analog
bitcoin-above-116k-on-october-8,1759344300,12.0,1,0.54,0.0,0.54,,116000.0,1759939260,1,122157.76,117074.76,117176.43,0.5893168024861476,0.3173169487709323,-0.009222513993170338,0,6.886111111111111,BTC,2025-10-08 16:01:00+00:00,2025-10-08,2025Q4,2025,0.04931680248614756,0.6200000000000001,,117376.75,1759351500.0,8.989862945551948,0.04250061903499683,0.3635079999999999,-0.0185667402257379,S2-analog
bitcoin-above-116k-on-september-12,1757524500,36.58,1,0.21,0.0,0.21,,116000.0,1757692860,0,115139.06,113986.0,114028.15,0.23975888061151807,0.34330858622099886,0.017514557270812227,0,1.948611111111111,BTC,2025-09-12 16:01:00+00:00,2025-09-12,2025Q3,2025,0.029758880611518074,0.17,0.17,113772.84,1757528100.0,12.35398843575554,0.010064981404493646,-0.179877,-0.30421966387720906,S2-analog
bitcoin-above-116k-on-september-12,1757633400,20.93,2,0.31,5.93,0.31000000000000005,0.31,116000.0,1757692860,0,115139.06,115332.18,115390.15,0.3383667889377943,0.3095245404235848,0.005773704766750397,0,0.6881944444444444,BTC,2025-09-12 16:01:00+00:00,2025-09-12,2025Q3,2025,0.028366788937794263,0.33768121249543304,0.35999900000000007,115379.99,1757634300.0,26.98789365134693,-0.0016758710995682029,-0.35333689528104634,-0.3081086642725338,S2-analog
bitcoin-above-116k-on-september-13,1757531700,2333.66,2,0.16,2333.66,0.16,0.16,116000.0,1757779260,0,115768.69,113356.68,113365.895,0.19241471251943826,0.29888718260386055,0.023050883379353904,0,2.8652777777777776,BTC,2025-09-13 16:01:00+00:00,2025-09-13,2025Q3,2025,0.032414712519438255,0.21,0.21,113574.52,1757534400.0,10.195156170417754,0.02105484088717339,-0.221613,-0.4362703909880298,S2-analog
bitcoin-above-116k-on-september-13,1757664900,309.333332,1,0.25,309.333332,0.25,0.25,116000.0,1757779260,0,115768.69,115068.82,115085.45,0.29768681476339043,0.2805299132739242,0.008059806951194374,0,1.323611111111111,BTC,2025-09-13 16:01:00+00:00,2025-09-13,2025Q3,2025,0.04768681476339043,0.29,0.29,115048.0,1757667600.0,20.9895404703115,0.006063764459014097,-0.304413,-0.4316886295149129,S2-analog
bitcoin-above-116k-on-september-14,1757527200,50.0,2,0.22,50.0,0.22,0.22,116000.0,1757865660,0,115193.91,113738.01,113759.47,0.2528936010890882,0.3035319288316275,0.0196925454243768,0,3.9173611111111115,BTC,2025-09-14 16:01:00+00:00,2025-09-14,2025Q3,2025,0.032893601089088204,0.23,,113231.6,1757532600.0,10.324354979995114,0.012719236599088486,-0.242397,-0.3737149137235353,S2-analog
bitcoin-above-116k-on-september-14,1757780100,203.586664,3,0.25,203.586664,0.2616903531559415,0.2616903531559415,116000.0,1757865660,0,115193.91,115650.29,115701.905,0.3580472335580477,0.17525921421788968,0.0030192948661287742,0,0.9902777777777777,BTC,2025-09-14 16:01:00+00:00,2025-09-14,2025Q3,2025,0.09635688040210616,0.2233900814211695,0.2233900814211695,115542.9,1757781000.0,41.31262741243119,-0.003954013959159679,-0.2355341681272364,-0.07218346264892067,S2-analog
bitcoin-above-116k-on-september-15,1757593800,3686.0,4,0.26,3686.0,0.2706755290287575,0.2706755290287575,116000.0,1757952060,0,114834.9,114380.61,113899.05,0.3191180626407236,0.28607627822181886,0.014058619533223205,0,4.146527777777777,BTC,2025-09-15 16:01:00+00:00,2025-09-15,2025Q3,2025,0.0484425336119661,0.26,0.26,113975.99,1757595600.0,11.680653383932215,0.0039638730802104595,-0.273468,-0.3197686275078381,S2-analog
bitcoin-above-116k-on-september-15,1757855700,500.0,1,0.37,500.0,0.37,0.37,116000.0,1757952060,0,114834.9,115741.36,115777.9,0.4028102797738369,0.24599184680479153,0.0022321445545051594,0,1.1152777777777778,BTC,2025-09-15 16:01:00+00:00,2025-09-15,2025Q3,2025,0.03281027977383688,0.30501655169667485,0.35,115531.88,1757856600.0,28.913323630003696,-0.007862601898507522,-0.319855253538817,-0.09252130027338754,S2-analog
bitcoin-above-116k-on-september-16,1757944800,109.8,4,0.2,0.0,0.15570127504553735,,116000.0,1758038460,0,115943.01,114664.08,114680.79,0.1836931458317095,0.27963114447885123,0.011583380795049543,0,1.0840277777777778,BTC,2025-09-16 16:01:00+00:00,2025-09-16,2025Q3,2025,0.027991870786172157,0.17,,114650.11,1757945700.0,19.49676406487571,0.011091966967602214,-0.179877,-0.39613446298273525,S2-analog
bitcoin-above-116k-on-september-17,1757925900,1021.0,6,0.34,312.0,0.3381488736532811,0.33999999999999997,116000.0,1758124860,0,115835.5,115255.68,115338.93,0.3666416024221231,0.327207426547718,0.006437226279172434,0,2.302777777777778,BTC,2025-09-17 16:01:00+00:00,2025-09-17,2025Q3,2025,0.028492728768842013,0.3562313432835821,0.3562313432835821,114737.27,1757926800.0,14.837186048229045,0.005018116370579142,-0.3722844834177991,-0.44673920961974567,S2-analog
bitcoin-above-116k-on-september-18,1757925900,1500.0,1,0.36,1500.0,0.36,0.36,116000.0,1758211260,1,117599.1,115255.68,115338.93,0.40540056219507625,0.3538418755204482,0.006437226279172434,0,3.302777777777778,BTC,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.045400562195076266,0.38,0.38,114840.91,1757931300.0,11.598610166181507,0.020128417546825074,0.603508,0.37004633161224854,S2-analog
bitcoin-above-116k-on-september-18,1758043800,20.0,2,0.57,10.0,0.575,0.57,116000.0,1758211260,1,117599.1,116759.7,116841.89,0.6020763720199428,0.37349695301269686,-0.0065277855031755875,0,1.9381944444444446,BTC,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.02707637201994284,0.58875,0.57,116495.07,1758044700.0,14.28751649534519,0.007163405764477048,0.394301359375,0.29195408135218337,S2-analog
bitcoin-above-116k-on-september-18,1758133800,590.0,6,0.36,582.0,0.36603389830508476,0.36487972508591066,116000.0,1758211260,1,117599.1,115961.73,115926.34,0.49754366951407714,0.5126329564551344,0.0003299682266314425,0,0.8965277777777778,BTC,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.13150977120899238,0.3784929191363727,0.3781847871457207,114902.33,1758134700.0,15.697293518624239,0.014021159494284043,0.6050405588126274,0.3849463027594058,S2-analog
bitcoin-above-116k-on-september-19,1758121200,30.0,2,0.44,20.0,0.44000000000000006,0.44000000000000006,116000.0,1758297660,0,115816.59,115606.61,115642.73,0.46807075911091917,0.45103610613466855,0.00339705657200159,0,2.042361111111111,BTC,2025-09-19 16:01:00+00:00,2025-09-19,2025Q3,2025,0.028070759110919108,0.4699999999999999,0.4699999999999999,115570.79,1758125700.0,11.742973279516725,0.0018146845918940182,-0.4874369999999999,-0.5087467926733621,S2-analog
bitcoin-above-116k-on-september-19,1758236400,1701.28,11,0.72,953.27,0.7464296294554689,0.7671683783188394,116000.0,1758297660,0,115816.59,117061.02,116971.96,0.7844258460783183,0.30503772672114055,-0.009105146199014641,0,0.7090277777777778,BTC,2025-09-19 16:01:00+00:00,2025-09-19,2025Q3,2025,0.037996216622849466,0.7227272727272728,0.72,116778.97,1758237300.0,23.69958009564151,-0.01068751817912214,-0.7367547520661157,-0.48346505895638586,S2-analog
bitcoin-above-116k-on-september-20,1758133800,20.0,1,0.44,20.0,0.44000000000000006,0.44000000000000006,116000.0,1758384060,0,115986.7,115961.73,115926.34,0.5051421076615542,0.3932191613444399,0.0003299682266314425,0,2.8965277777777776,BTC,2025-09-20 16:01:00+00:00,2025-09-20,2025Q3,2025,0.06514210766155415,0.52,0.52,115492.29,1758136500.0,11.384801035681429,0.0002153064808109461,-0.5374720000000001,-0.5399232214457255,S2-analog
bitcoin-above-116k-on-september-20,1758294000,3520.0,1,0.39,3520.0,0.39,0.39,116000.0,1758384060,0,115986.7,115899.99,115908.31,0.45713510545901026,0.2429408990102056,0.0008625270419393998,0,1.042361111111111,BTC,2025-09-20 16:01:00+00:00,2025-09-20,2025Q3,2025,0.06713510545901025,0.3608695652173913,,115519.82,1758294900.0,30.647274638805005,0.0007478652961186529,-0.37701455576559545,-0.399934588888575,S2-analog
bitcoin-above-116k-on-september-21,1758133800,15.0,2,0.44,15.0,0.44000000000000006,0.44000000000000006,116000.0,1758470460,0,115549.9,115961.73,115926.34,0.5095087037496546,0.3714787669651247,0.0003299682266314425,0,3.896527777777778,BTC,2025-09-21 16:01:00+00:00,2025-09-21,2025Q3,2025,0.06950870374965457,0.52,0.52,115492.29,1758136500.0,10.390009390951729,-0.0035577515859404095,-0.5374720000000001,-0.5005069276114058,S2-analog
bitcoin-above-116k-on-september-21,1758307500,700.0,3,0.34,700.0,0.34,0.34,116000.0,1758470460,0,115549.9,115596.29,115660.61,0.3685059495001672,0.19288212594232093,0.0034863288086981145,0,1.8861111111111113,BTC,2025-09-21 16:01:00+00:00,2025-09-21,2025Q3,2025,0.02850594950016716,0.3231620078642997,0.3231620078642997,115407.49,1758308400.0,27.828166454331228,-0.0004013910038737206,-0.3384729905819187,-0.3273030149128497,S2-analog
bitcoin-above-116k-on-september-21,1758396600,6087.025624999999,14,0.37,6073.225625,0.3893469364045926,0.38930000709631135,116000.0,1758470460,0,115549.9,115773.15,115831.7,0.4211622608590939,0.2158368878014555,0.001957518137354956,0,0.8548611111111112,BTC,2025-09-21 16:01:00+00:00,2025-09-21,2025Q3,2025,0.031815324454501304,0.37,0.37,115702.0,1758398400.0,37.490893436358846,-0.0019302016752168758,-0.386317,-0.31395201468376277,S2-analog
bitcoin-above-116k-on-september-22,1758446100,11035.77,74,0.32,6235.77,0.34319506477572476,0.3447198341183206,116000.0,1758556860,0,112782.89,115580.1,115619.81,0.38542554997494327,0.23217246868193522,0.003626395015515043,0,1.2819444444444443,BTC,2025-09-22 16:01:00+00:00,2025-09-22,2025Q3,2025,0.042230485199218515,0.32,0.32,115466.44,1758447000.0,27.95308701997988,-0.024499152929295925,-0.33523200000000003,0.34959495374840394,S2-analog
bitcoin-above-116k-on-september-24,1758520800,175.0,11,0.13,160.0,0.13485714285714287,0.1315625,116000.0,1758729660,0,113316.53,113691.19,113580.205,0.17314150144393864,0.29842263920006945,0.02010427796058082,0,2.417361111111111,BTC,2025-09-24 16:01:00+00:00,2025-09-24,2025Q3,2025,0.03828435858679577,0.13003558293334505,0.13003558293334505,113010.87,1758521700.0,11.543854033000143,-0.003300859901866822,-0.13795442604066216,-0.0998497811501284,S2-analog
bitcoin-above-116k-on-september-25,1758717000,102.669384,1,0.026,102.669384,0.026,0.026,116000.0,1758816060,0,111587.58,113019.86,113051.95,0.06232585659356277,0.3118377125173691,0.026026635624245533,0,1.1465277777777778,BTC,2025-09-25 16:01:00+00:00,2025-09-25,2025Q3,2025,0.03632585659356277,0.0345,0.0345,113011.03,1758719700.0,7.433911269825093,-0.0127538020507167,-0.036831682500000004,0.057978950297941256,S2-analog
bitcoin-above-116k-on-september-26,1758686400,200.0,2,0.06,200.0,0.06,0.06,116000.0,1758902460,0,109029.12,111683.09,111735.86,0.08927843324254263,0.3519363545387428,0.03792488413695494,0,2.5006944444444446,BTC,2025-09-26 16:01:00+00:00,2025-09-26,2025Q3,2025,0.02927843324254263,0.065,0.065,111475.67,1758687300.0,5.757457068432183,-0.024050304456763157,-0.06925425,0.06921434539253705,S2-analog
bitcoin-above-116k-on-september-26,1758773700,3050.0,4,0.05,3050.0,0.049836065573770495,0.049836065573770495,116000.0,1758902460,0,109029.12,112279.96,112273.15,0.14183859709649507,0.5478327946120694,0.03259479586497296,0,1.4902777777777778,BTC,2025-09-26 16:01:00+00:00,2025-09-26,2025Q3,2025,0.09200253152272458,0.04,0.04,111942.8,1758774600.0,7.267093802207193,-0.029380392728745108,-0.042688000000000004,0.17082206990547685,S2-analog
bitcoin-above-116k-on-september-27,1758745800,20.0,1,0.15,20.0,0.15,0.15,116000.0,1758988860,0,109380.08,113551.19,113566.04000000001,0.18783524273494748,0.30743118911682943,0.02133644264493817,0,2.8131944444444446,BTC,2025-09-27 16:01:00+00:00,2025-09-27,2025Q3,2025,0.03783524273494748,0.17000000000000004,0.17000000000000004,113485.01,1758753000.0,10.69870170608286,-0.03742495914793085,-0.17987700000000004,0.22052147428604904,S2-analog
bitcoin-above-116k-on-september-3,1756330200,23.529406,1,0.15,23.529406,0.15,0.15,116000.0,1756915260,0,112322.28,111802.19,111829.15,0.19098992767980086,0.32137495590799947,0.036859042026235175,0,6.771527777777778,BTC,2025-09-03 16:01:00+00:00,2025-09-03,2025Q3,2025,0.040989927679800864,0.13,,111409.54,1756335600.0,6.275197202730209,0.004641090136645741,-0.137917,-0.16704075584309813,S2-analog
