asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,fund_sum,fund_pnl,hold_h,ev_hf,P0,P1,ev_policy_fill,ev_policy_sig
BTC,bitcoin-above-80k-on-may-19,80000.0,1779206460,1778700600,0.3623368343392616,5.854861111111111,79495.94,76528.0,8.58182139658323,-0.0380492642358801,0,2026-05-19,True,0.44,1778708700,-0.44,-0.1134680100562745,-5.6390475642795895e-05,-0.0004839329904348,138.26666666666668,-0.1139519430467093,79449.0,76513.5,-0.12340184757103281,-0.11995921802431816
BTC,bitcoin-above-80k-on-may-17,80000.0,1779033660,1778702400,0.3549368160562487,3.8340277777777776,79642.41,78075.02,10.857752308487775,-0.0198765805803698,0,2026-05-17,True,0.45,1778706900,-0.45,-0.2341850113186457,-4.011970141611955e-05,-0.0004356097806667,90.76666666666668,-0.2346206210993124,79406.5,78047.5,-0.27060285825466573,-0.24222104771525468
BTC,bitcoin-above-82k-on-may-17,82000.0,1779033660,1778734800,0.3395269358141455,3.459027777777778,79451.63,78075.02,7.527930900173733,-0.0174782494870481,0,2026-05-17,True,0.16,1778735700,-0.16,-0.0284249456055043,-4.480679761541782e-05,-0.0003373024763069,82.76666666666667,-0.0287622480818112,79384.5,78047.5,-0.037741037822776116,-0.034031799711933416
ETH,ethereum-above-2200-on-may-19,2200.0,1779206460,1778744700,0.4585942220402096,5.344444444444444,2269.6,2110.45,6.235424959067176,-0.0727024096211931,0,2026-05-19,True,0.71,1778751900,-0.71,-0.2566695804636867,4.90955925261001e-05,0.0003061318830174,126.26666666666668,-0.2563634485806693,2255.25,2109.05,-0.29614039167007816,-0.2607282460520165
ETH,ethereum-above-2300-on-may-17,2300.0,1779033660,1778744700,0.4104981286437638,3.344444444444444,2269.6,2186.91,9.521650766771929,-0.0371140159280258,0,2026-05-17,True,0.35,1778750100,-0.35,0.003386698219073,4.078646691954568e-05,0.0003883544940184,78.76666666666667,0.0037750527130914,2264.05,2187.25,-0.027682748761135093,-0.0028901028236494463
XRP,xrp-above-1pt5-on-may-19,1.5,1779206460,1778764500,0.4981479132879314,5.115277777777778,1.4569,1.367,5.897557514877438,-0.0636923329360007,0,2026-05-19,True,0.28,1778767200,-0.28,0.0956291967467867,-2.8447376548557763e-05,-0.0001677700393424,122.01666666666668,0.0954614267074442,1.4419,1.3684,0.024261283899162094,0.09133313644703005
XRP,xrp-above-1pt5-on-may-18,1.5,1779120060,1778764500,0.4981479132879314,4.115277777777778,1.4569,1.3756,6.383337862768254,-0.0574208911018391,0,2026-05-18,True,0.26,1778766300,-0.26,0.1065369482842625,3.746471970369179e-05,0.0002391499638025,98.26666666666668,0.106776098248065,1.447,1.3747,0.06296106537515682,0.10230776174412697
XRP,xrp-above-1pt4-on-may-16,1.4,1778947260,1778764500,0.5088826332037137,2.1152777777777776,1.4569,1.4142,6.18986562848245,-0.0297468904898099,1,2026-05-16,True,0.8200000000000001,1778766300,0.1799999999999999,0.3641292549971059,5.346175603521413e-05,0.0003309210861206,50.266666666666666,0.3644601760832266,1.447,1.4148,0.3152964181813452,0.36012727014328855
BTC,bitcoin-above-84k-on-may-21,84000.0,1779379260,1778781600,0.3534387699344096,6.91736111111111,81668.48,77313.81,6.836827546447666,-0.0547955314827011,0,2026-05-21,True,0.26,1778790600,-0.26,0.1146275990631714,7.462346270048319e-05,0.0005101877454019,163.51666666666668,0.1151377868085733,81281.5,77243.5,0.0840995267946075,0.11035200752605975
XRP,xrp-above-1pt6-on-may-16,1.6,1778947260,1778785200,0.5916894899482842,1.8756944444444448,1.5362,1.4142,5.815601456144551,-0.0827478343944412,0,2026-05-16,True,0.104,1778786100,-0.104,0.3772284261971206,5.397633192532074e-05,0.0003139048345422,44.766666666666666,0.3775423310316628,1.5372,1.4148,0.37478903318347584,0.3734714100123614
BTC,bitcoin-above-82k-on-may-19,82000.0,1779206460,1778786100,0.3431366693726281,4.865277777777778,81546.0,76528.0,9.942141592152506,-0.0635105912633241,0,2026-05-19,True,0.44,1778787000,-0.44,0.191431290941293,-4.832463830259891e-05,-0.0004804503963939,116.51666666666668,0.190950840544899,81340.0,76513.5,0.16072785718700217,0.18399134143039148
XRP,xrp-above-1pt6-on-may-21,1.6,1779379260,1778786100,0.5314705783468933,6.865277777777778,1.5403,1.3639,4.683823676213418,-0.1216289596975825,0,2026-05-21,True,0.25,1778787000,-0.25,0.3196886011447446,-3.501280092932087e-05,-0.0001639937859633,164.51666666666668,0.3195246073587813,1.5166,1.3641,0.24293077447068187,0.3162459307854318
BTC,bitcoin-above-80k-on-may-18,80000.0,1779120060,1778786100,0.3540874924938952,3.8652777777777776,81546.0,76324.55,9.627680520538965,-0.0661726354378614,0,2026-05-18,True,0.72,1778790600,-0.72,-0.0829110068021746,-4.587071192670676e-05,-0.00044162855968,91.51666666666668,-0.0833526353618546,81281.5,76309.0,-0.11940910596929333,-0.09009201172623271
BTC,bitcoin-above-82k-on-may-16,82000.0,1778947260,1778787900,0.3640969411280022,1.8444444444444443,81446.27,78213.57,14.842844418110312,-0.0405003771246524,0,2026-05-16,True,0.37,1778789700,-0.37,0.2311407965360093,-1.3337171355879557e-06,-1.979615594129976e-05,43.766666666666666,0.231121000380068,81369.0,78192.0,0.2107365419858933,0.22073100928739087
XRP,xrp-above-1pt6-on-may-17,1.6,1779033660,1778788800,0.547625837889283,2.834027777777778,1.517,1.4131,4.375791450235574,-0.0709488277598316,0,2026-05-17,True,0.0999999999999999,1778796000,-0.0999999999999999,0.2104572739157075,5.427864335890743e-05,0.0002375120235402,66.01666666666667,0.2106947859392478,1.498,1.4137,0.15062250509835076,0.20763173192408288
SOL,solana-above-90-on-may-18,90.0,1779120060,1778788800,0.7784277365796073,3.8340277777777776,92.9,84.12,4.69071225350438,-0.0992792949852938,0,2026-05-18,True,0.72,1778789700,-0.72,-0.2543093944932063,0.0008993198450729,0.0042184506171031,91.76666666666668,-0.2500909438761031,92.818,84.181,-0.2609168782072948,-0.25337444245355645
SOL,solana-above-90-on-may-19,90.0,1779206460,1778788800,0.7052216222145387,4.834027777777778,92.9,84.34,4.623249712529635,-0.096667397501379,0,2026-05-19,True,0.7,1778789700,-0.7,-0.2530824822907615,0.0009141409792479,0.0042263020195198,115.76666666666668,-0.2488561802712417,92.818,84.399,-0.259408119862782,-0.25209245507001254
XRP,xrp-above-1pt6-on-may-19,1.6,1779206460,1778788800,0.5161847431511729,4.834027777777778,1.517,1.367,4.372455227959518,-0.1041161426245826,0,2026-05-19,True,0.142,1778796900,-0.142,0.313243172133835,-2.7728955950154294e-05,-0.0001212436184101,113.76666666666668,0.3131219285154249,1.4976,1.3684,0.24930817439495154,0.3100612098558533
SOL,solana-above-90-on-may-17,90.0,1779033660,1778788800,0.8895715250453515,2.834027777777778,92.9,86.46,4.760814705295552,-0.0718417665803072,0,2026-05-17,True,0.75,1778789700,-0.75,-0.4079746612100626,0.0008863023885761,0.0042195214448719,67.76666666666667,-0.4037551397651907,92.818,86.483,-0.4125580904457104,-0.4070877100588979
BTC,bitcoin-above-80k-on-may-16,80000.0,1778947260,1778804100,0.3567125659438049,1.6569444444444443,81480.29,78213.57,12.521744177637444,-0.0409179885993488,0,2026-05-16,True,0.76,1778805000,-0.76,-0.2476354144954679,-6.623068751331757e-07,-8.293237257508092e-06,39.516666666666666,-0.2476437077327254,81411.5,78192.0,-0.2635311521958214,-0.2564089286570725
ETH,ethereum-above-2300-on-may-16,2300.0,1778947260,1778808600,0.4087576218265837,1.604861111111111,2286.3,2179.01,14.321371519273969,-0.0480641451449632,0,2026-05-16,True,0.36,1778810400,-0.36,0.3283444793773261,-2.57568749053097e-07,-3.688737746944048e-06,38.016666666666666,0.3283407906395791,2276.65,2177.95,0.26470881301257315,0.3183158305760874
SOL,solana-above-100-on-may-20,100.0,1779292860,1778811300,0.6779290365588225,5.573611111111111,91.91,85.98,2.74728419972388,-0.0666951263018825,0,2026-05-20,True,0.0999999999999999,1778916600,-0.0999999999999999,0.0832304666877506,0.0001924021775078,0.0005285834622596,104.51666666666668,0.0837590501500102,87.296,86.025,-0.061100946763434305,0.08183595121020336
BTC,bitcoin-above-84k-on-may-16,84000.0,1778947260,1778814000,0.3261156800460513,1.542361111111111,81299.14,78213.57,5.641434614801194,-0.0386922764834918,0,2026-05-16,True,0.041,1778814900,-0.041,0.1772799478794291,-6.623068751331757e-07,-3.736360930997109e-06,36.766666666666666,0.1772762115184981,81192.5,78192.0,0.16747851402922717,0.17332720728813703
BTC,bitcoin-above-82k-on-may-20,82000.0,1779292860,1778821200,0.3312996109766075,5.459027777777778,80724.71,77481.22,9.063281584729818,-0.0410091397806094,0,2026-05-20,True,0.35,1778823900,-0.35,0.0216773813792089,-1.0998328899810075e-05,-9.96809517804504e-05,130.26666666666668,0.0215777004274284,80432.5,77470.5,-0.016379641448176337,0.015233403318116838
BTC,bitcoin-above-82k-on-may-18,82000.0,1779120060,1778821200,0.3058449161291875,3.459027777777778,80724.71,76324.55,11.572912003168383,-0.0560500814310013,0,2026-05-18,True,0.3,1778823900,-0.3,0.3486626601714006,-4.532041625393384e-05,-0.0005244891892537,82.26666666666667,0.3481381709821468,80432.5,76309.0,0.300427165004155,0.34003713257992874
BTC,bitcoin-above-80k-on-may-20,80000.0,1779292860,1778823000,0.3517649968521491,5.438194444444444,80792.1,77481.22,9.092477466801007,-0.0418436040560057,0,2026-05-20,True,0.6,1778823900,-0.6,-0.2195379729910246,-1.0998328899810075e-05,-0.0001000020576939,130.26666666666668,-0.2196379750487185,80432.5,77470.5,-0.26530493792564225,-0.2260027092754795
BTC,bitcoin-above-82k-on-may-17,82000.0,1779033660,1778823000,0.3108237445705579,2.438194444444445,80792.1,78075.02,13.141654077197895,-0.0342090291367469,0,2026-05-17,True,0.25,1778823900,-0.25,0.1995632272319115,-2.919764277967314e-05,-0.00038370532128,58.266666666666666,0.1991795219106314,80432.5,78047.5,0.13599022441387462,0.189980364056593
BTC,bitcoin-above-78k-on-may-20,78000.0,1779292860,1778839200,0.3533220158088569,5.250694444444445,80489.8,77481.22,7.263047415192848,-0.0380948839080417,0,2026-05-20,True,0.78,1778850900,-0.78,-0.5033150518996261,-1.0998328899810075e-05,-7.988138428720638e-05,122.76666666666668,-0.5033949332839133,80093.0,77470.5,-0.5433681544264891,-0.5084790664745482
BTC,bitcoin-above-78k-on-may-21,78000.0,1779379260,1778840100,0.3615064689791638,6.240277777777778,80589.12,77313.81,6.755744498599036,-0.0414910585788435,0,2026-05-21,True,0.76,1778852700,-0.76,-0.4796970092649275,7.517375837325611e-05,0.0005078547045691,146.26666666666668,-0.4791891545603583,79072.5,77243.5,-0.6061206442504555,-0.48391817570937795
