asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,pnl_static,pnl_daily,pnl_daily_cap2,pnl_move2
ETH,ethereum-above-1800-on-july-14-2026,1800.0,1784044860,1783471500,0.4989664457273002,6.636111111111112,1783.05,1874.05,5.840282092153533,0.0497764832441737,1,2026-07-14,True,0.43,1783474200,0.5700000000000001,0.279291296298672,0.27727229414314253,-0.255573453942223,0.015727012923066677,-0.1817306492294369
BTC,bitcoin-above-66k-on-july-11-2026,66000.0,1783785660,1783473300,0.343634303789509,3.615277777777778,63634.98,64157.3,6.481502297835452,0.0081745612269982,0,2026-07-11,True,0.15,1783474200,-0.15,-0.2029834373765858,-0.20325885424000217,-0.07190231569331897,-0.07190231569331897,-0.07830570171572869
ETH,ethereum-above-1900-on-july-14-2026,1900.0,1784044860,1783473300,0.471418582639095,6.615277777777777,1779.75,1874.05,3.5768729211994104,0.0516289593549342,0,2026-07-14,True,0.13,1783475100,-0.13,-0.3146702266663693,-0.3159080450288712,-0.06421056962631387,-0.06421056962631387,-0.017095684339701853
ETH,ethereum-above-1900-on-july-12-2026,1900.0,1783872060,1783474200,0.5348070638784926,4.604861111111111,1772.93,1821.14,3.301299279599494,0.0268291334177967,0,2026-07-12,True,0.0999999999999999,1783475100,-0.0999999999999999,-0.188570998824451,-0.19021434705493212,-0.07805980345226868,-0.07805980345226868,-0.10135667734248507
ETH,ethereum-above-1900-on-july-13-2026,1900.0,1783958460,1783474200,0.5134093717934872,5.604861111111111,1772.93,1776.41,3.349706968921299,0.0019609285755209,0,2026-07-13,True,0.12,1783475100,-0.12,-0.1265685361149794,-0.12804476614607174,-0.109501694402793,-0.109501694402793,-0.0391664307636766
ETH,ethereum-above-1900-on-july-11-2026,1900.0,1783785660,1783474200,0.5663811516223919,3.604861111111111,1772.93,1813.79,3.212893813432811,0.0227850335219097,0,2026-07-11,True,0.06,1783476000,-0.06,-0.1332058932414029,-0.13486697377309712,-0.018814275116445657,-0.018814275116445657,-0.027580968040556826
ETH,ethereum-above-1700-on-july-8-2026,1700.0,1783526460,1783476000,0.5500460773341751,0.5840277777777778,1755.94,1724.81,6.241155621963913,-0.0178874265748571,1,2026-07-08,True,0.91,1783476900,0.0899999999999999,0.2016382129301361,0.19744241029050527,0.19744241029050527,0.19744241029050527,0.16424519477434021
ETH,ethereum-above-1700-on-july-9-2026,1700.0,1783612860,1783476000,0.5444048749259047,1.5840277777777776,1755.94,1740.21,7.520523630170413,-0.0089985304650463,1,2026-07-09,True,0.81,1783476900,0.1899999999999999,0.2576736609991895,0.2526522864817716,0.22282817367528632,0.22282817367528632,0.13987690869748087
BTC,bitcoin-above-62k-on-july-8-2026,62000.0,1783526460,1783476000,0.4172779449281726,0.5840277777777778,63038.01,61752.01,14.694051149683894,-0.0206113522068695,0,2026-07-08,True,0.83,1783476900,-0.83,-0.5271357364081091,-0.5362961737318594,-0.5362961737318594,-0.5362961737318594,-0.5772973089066448
ETH,ethereum-above-1700-on-july-14-2026,1700.0,1784044860,1783480500,0.5229990834602751,6.531944444444445,1762.33,1874.05,5.082394781176936,0.061465067205179,1,2026-07-14,True,0.7,1783483200,0.3,-0.0123897367882916,-0.014149416987448513,0.04846708517808948,0.04846708517808948,-0.020570475762995276
ETH,ethereum-above-1700-on-july-13-2026,1700.0,1783958460,1783482300,0.5280484492976312,5.511111111111111,1757.59,1776.41,5.47674529282544,0.0106509212873393,1,2026-07-13,True,0.7,1783493100,0.3,0.2416676169753098,0.23925337539081426,0.17149374887132476,0.17149374887132476,0.053033090230347274
SOL,solana-above-80-on-july-8-2026,80.0,1783526460,1783494900,0.6427681823576307,0.3652777777777777,78.14,76.85,9.929291202018618,-0.0166466196423197,0,2026-07-08,True,0.09,1783499400,-0.09,0.0752891339578358,0.06868140237099901,0.06868140237099901,0.06868140237099901,0.12564155083589615
BTC,bitcoin-above-60k-on-july-8-2026,60000.0,1783526460,1783501200,0.4825657343761692,0.2923611111111111,62018.36,61752.01,1.578808181312374,-0.0043039446541873,1,2026-07-08,True,0.966,1783502100,0.034,0.0407951030319467,0.039768000940525,0.039768000940525,0.039768000940525,0.039768000940525
BTC,bitcoin-above-60k-on-july-14-2026,60000.0,1784044860,1783508400,0.4094855725174664,6.209027777777778,62183.12,64783.23,6.076798885748703,0.040963193290846,1,2026-07-14,True,0.76,1783515600,0.24,-0.0089250873465222,-0.007230009919117475,0.08920831670033538,0.08920831670033538,0.03570051146275026
XRP,xrp-above-1pt1-on-july-14-2026,1.1,1784044860,1783519200,0.5273736672505338,6.084027777777777,1.0814,1.1047,5.626847927068936,0.021317306930325,1,2026-07-14,True,0.38,1783524600,0.62,0.5000507556884083,0.49688430347706997,0.44172681788155277,0.44172681788155277,0.44172681788155277
BTC,bitcoin-above-60k-on-july-12-2026,60000.0,1783872060,1783521900,0.424685645218703,4.052777777777778,61908.99,64173.58,7.086525429020782,0.0359261961220383,1,2026-07-12,True,0.77,1783523700,0.2299999999999999,-0.0245919023868123,-0.02467561618701067,0.02107326297281089,0.02107326297281089,0.021725992678459073
BTC,bitcoin-above-62k-on-july-10-2026,62000.0,1783699260,1783521900,0.4108271898506807,2.0527777777777776,61908.99,64041.66,12.922965482347534,0.0338684056978847,1,2026-07-10,True,0.45,1783523700,0.55,0.1123197622240932,0.10803643689006126,0.055974582047073104,0.055974582047073104,0.13394031708418896
ETH,ethereum-above-1700-on-july-12-2026,1700.0,1783872060,1783521900,0.5052781059919301,4.052777777777778,1729.77,1821.14,7.164398882320265,0.0514742269305538,1,2026-07-12,True,0.61,1783523700,0.39,0.0212181061104403,0.0174676091273132,0.06511492372820656,0.06511492372820656,0.07912781725381174
BTC,bitcoin-above-60k-on-july-13-2026,60000.0,1783958460,1783521900,0.4265620894667584,5.052777777777778,61908.99,62565.02,6.64359360620205,0.0105409325906466,1,2026-07-13,True,0.77,1783522800,0.2299999999999999,0.1599703276373727,0.16102142516267634,0.02905762416721975,0.02905762416721975,0.1225457369965506
SOL,solana-above-80-on-july-9-2026,80.0,1783612860,1783530900,0.621870768648669,0.9486111111111112,77.1,77.67,6.268859872907413,0.0073658018622723,0,2026-07-09,True,0.0699999999999999,1783538100,-0.0699999999999999,-0.1161751797261858,-0.120211604876683,-0.120211604876683,-0.120211604876683,-0.120211604876683
XRP,xrp-above-1pt1-on-july-9-2026,1.1,1783612860,1783532700,0.5270136722229882,0.9277777777777778,1.0899,1.0902,14.070201703592614,0.0002752167349145,0,2026-07-09,True,0.32,1783536300,-0.32,-0.3238723549724515,-0.33334566131692467,-0.33334566131692467,-0.33334566131692467,-0.33334566131692467
BTC,bitcoin-above-64k-on-july-12-2026,64000.0,1783872060,1783541700,0.331146432645228,3.823611111111111,62257.56,64173.58,8.331332467148194,0.0303116257618972,1,2026-07-12,True,0.2,1783543500,0.8,0.5474637681578602,0.5471369201594222,0.38351698382698307,0.43833539853442083,0.4929504596831818
BTC,bitcoin-above-64k-on-july-13-2026,64000.0,1783958460,1783542600,0.3397049484136646,4.813194444444444,62268.42,62565.02,7.876708691624101,0.0047519407960782,0,2026-07-13,True,0.24,1783543500,-0.24,-0.2774296533705523,-0.2764019007901079,0.07560785018174197,-0.16273808853516664,-0.12130073606121386
BTC,bitcoin-above-62k-on-july-14-2026,62000.0,1784044860,1783548000,0.364045956698919,5.750694444444444,62187.17,64783.23,8.722408464902252,0.040898065196324,1,2026-07-14,True,0.54,1783553400,0.4599999999999999,0.1032703699334589,0.10510631751396522,-0.6056914147615261,-0.3280701933154765,-0.05529385695018053
BTC,bitcoin-above-62k-on-july-12-2026,62000.0,1783872060,1783548900,0.3363950428686166,3.740277777777778,62208.98,64173.58,11.676222768302011,0.0310922372011942,1,2026-07-12,True,0.54,1783558800,0.4599999999999999,0.0969601120739684,0.09641072458559094,0.10713155686131685,0.10713155686131685,0.11395852454892882
BTC,bitcoin-above-62k-on-july-13-2026,62000.0,1783958460,1783549800,0.3537925116609448,4.729861111111111,62299.99,62565.02,9.856542975558291,0.0042450707047619,1,2026-07-13,True,0.55,1783558800,0.4499999999999999,0.4081582781642303,0.40934904775853076,0.31288944496271726,0.31288944496271726,0.22870715623920246
BTC,bitcoin-above-64k-on-july-15-2026,64000.0,1784131260,1783552500,0.3454689148060553,6.698611111111111,62324.59,65400.0,7.16165671157222,0.0481662074947441,1,2026-07-15,True,0.28,1783558800,0.72,0.3750501568242853,0.3779688857969649,0.4814264958393683,0.4881162831995459,0.11622002936983591
BTC,bitcoin-above-62k-on-july-15-2026,62000.0,1784131260,1783553400,0.3719779798363771,6.688194444444444,62263.99,65400.0,7.909038102970963,0.0491390094125287,1,2026-07-15,True,0.53,1783562400,0.47,0.0813577022140613,0.08457625429305923,-0.19005374457787233,-0.19005374457787233,-0.058526733187196915
BTC,bitcoin-above-64k-on-july-14-2026,64000.0,1784044860,1783553400,0.3386915735802855,5.688194444444445,62263.99,64783.23,7.530725545489581,0.0396635245177683,1,2026-07-14,True,0.25,1783561500,0.75,0.4513048826898896,0.45281574218261994,0.8190336361580213,0.7672705209952351,-0.1450244414509904
ETH,ethereum-above-1800-on-july-11-2026,1800.0,1783785660,1783558800,0.5013430395617293,2.625694444444445,1738.22,1813.79,6.578510366757883,0.0425569776182895,1,2026-07-11,True,0.17,1783562400,0.83,0.5500384815601987,0.5464400115786852,0.1165152952856252,0.4570997554050928,0.41291908013637146
BTC,bitcoin-above-62k-on-july-9-2026,62000.0,1783612860,1783560600,0.3759501938800288,0.6048611111111111,62396.46,62900.56,23.97736336155653,0.0080465236905305,1,2026-07-09,True,0.64,1783561500,0.36,0.1670655776747756,0.15236704822148153,0.15236704822148153,0.15236704822148153,0.15236704822148153
BTC,bitcoin-above-62k-on-july-11-2026,62000.0,1783785660,1783560600,0.3520658780636646,2.604861111111111,62396.46,64157.3,13.149298739348838,0.0278293373816099,1,2026-07-11,True,0.58,1783561500,0.42,0.0540637290510829,0.05202648463855372,0.06359923367110097,0.06359923367110097,0.08038938110316526
ETH,ethereum-above-1800-on-july-12-2026,1800.0,1783872060,1783563300,0.4396779259154927,3.573611111111111,1737.96,1821.14,6.508886959563945,0.046750667006369,1,2026-07-12,True,0.19,1783565100,0.81,0.5057051931713279,0.5022698833267739,0.20330488858902723,0.3319217877499384,0.35725833564531995
ETH,ethereum-above-1800-on-july-13-2026,1800.0,1783958460,1783563300,0.4547192398015076,4.573611111111111,1737.96,1776.41,6.071829333019937,0.0218824621640933,0,2026-07-13,True,0.23,1783565100,-0.23,-0.3628665756466411,-0.3657246070280583,-0.26100191185934923,-0.36053165008608623,-0.27377968827385435
ETH,ethereum-above-1700-on-july-11-2026,1700.0,1783785660,1783587600,0.4845971856611828,2.292361111111111,1754.45,1813.79,7.532809171742992,0.0332631612416778,1,2026-07-11,True,0.8,1783596600,0.1999999999999999,-0.0505650460824766,-0.05469777920583294,0.03653691156127958,0.03653691156127958,0.002203100721653169
