asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged
ETH,ethereum-above-3800-on-october-30,3800.0,1761840060,1761484500,0.6964185415767087,4.115277777777778,4070.88,3768.19,3.6170641232931096,-0.07726441222807465,0,2025-10-30,False,0.72,1761485400.0,-0.734112,-0.45464166652250176
ETH,ethereum-above-3700-on-october-30,3700.0,1761840060,1761484500,0.7250330790593379,4.115277777777778,4070.88,3768.19,2.5152888272756826,-0.07726441222807465,1,2025-10-30,False,0.83,1761485400.0,0.16012300000000004,0.35446531282329885
SOL,solana-above-140-on-november-17,140.0,1763398860,1763120700,0.8460934062578493,3.2194444444444446,140.76,135.47,5.01848437590529,-0.03830609886073935,0,2025-11-17,False,0.54,1763121600.0,-0.557388,-0.3651494413654961
XRP,xrp-above-2pt2-on-november-20,2.2,1763658060,1763140500,0.8029824295204508,5.990277777777778,2.3343,2.0078,3.379633054942289,-0.1506724650335678,0,2025-11-20,False,0.65,1763141400.0,-0.665925,-0.15670735670291802
SOL,solana-above-150-on-november-19,150.0,1763571660,1763168400,0.9193702510734845,4.667361111111111,141.11,133.59,3.1274111514209193,-0.05476432006794874,0,2025-11-19,False,0.21,1763169300.0,-0.221613,-0.05034245471951268
ETH,ethereum-above-3000-on-november-19,3000.0,1763571660,1763172000,0.8226885617883194,4.625694444444445,3173.54,2956.28,3.6805921262263435,-0.07091596286681627,0,2025-11-19,False,0.698,1763172900.0,-0.71275572,-0.4517429854486363
BTC,bitcoin-above-94k-on-november-19,94000.0,1763571660,1763172000,0.4877052470450595,4.625694444444445,95650.17,90049.9,6.96801773672494,-0.060333512070624686,0,2025-11-19,False,0.595,1763172900.0,-0.61186825,-0.1914632677729789
BTC,bitcoin-above-98k-on-november-18,98000.0,1763485260,1763172000,0.4516530039427809,3.625694444444444,95650.17,93506.28,7.569253942491504,-0.022668873383280542,0,2025-11-18,False,0.24,1763172900.0,-0.252768,-0.08118154077176304
ETH,ethereum-above-2900-on-november-19,2900.0,1763571660,1763174700,0.8740017423098171,4.594444444444445,3188.41,2956.28,2.669844615742435,-0.07559063873789261,1,2025-11-19,False,0.811,1763175600.0,0.17827046999999996,0.3800857298348941
BTC,bitcoin-above-98k-on-november-20,98000.0,1763658060,1763174700,0.46587528441429793,5.594444444444444,96133.99,87859.19,6.4778139876324365,-0.09000752821717029,0,2025-11-20,False,0.3,1763175600.0,-0.3147,0.26835202527740687
ETH,ethereum-above-3100-on-november-18,3100.0,1763485260,1763215200,0.7393636997580317,3.1256944444444446,3192.78,3153.09,5.389333814796758,-0.01250908623943349,1,2025-11-18,False,0.62,1763216100.0,0.363508,0.4309236414623877
ETH,ethereum-above-3000-on-november-19,3000.0,1763571660,1763258400,0.8113755595062312,3.625694444444444,3150.59,2956.28,4.204998681087499,-0.06365801568793202,0,2025-11-19,False,0.698,1763259300.0,-0.71275572,-0.44507384799159855
ETH,ethereum-above-3200-on-november-20,3200.0,1763658060,1763316900,0.8696215722149783,3.9486111111111115,3117.13,2859.12,4.169552733200091,-0.08639882150774814,0,2025-11-20,False,0.37,1763317800.0,-0.386317,-0.02607255763710198
ETH,ethereum-above-3100-on-november-20,3100.0,1763658060,1763316900,0.8913708816229536,3.9486111111111115,3117.13,2859.12,4.302676653569289,-0.08639882150774814,0,2025-11-20,False,0.53,1763317800.0,-0.5474370000000001,-0.17569080780271196
BTC,bitcoin-above-94k-on-november-22,94000.0,1763830860,1763505000,0.5010813599790741,3.771527777777778,93246.88,84629.38,7.701689361817355,-0.09696911187128518,0,2025-11-22,False,0.41,1763505900.0,-0.426933,0.31989297732395405
SOL,solana-above-130-on-november-26,130.0,1764176460,1763586000,0.9507965413293117,6.834027777777778,133.21,137.14,3.043513677266162,0.029075471492846873,1,2025-11-26,False,0.53,1763586900.0,0.452563,0.36407140483855815
ETH,ethereum-above-2900-on-november-23,2900.0,1763917260,1763586000,0.8232934925072489,3.8340277777777776,2945.29,2800.67,4.680892164224915,-0.05034860997073633,0,2025-11-23,False,0.53,1763586900.0,-0.5474370000000001,-0.311760586108364
SOL,solana-above-130-on-november-24,130.0,1764003660,1763586000,0.9746410013667914,4.834027777777778,133.21,133.98,3.5107615841258766,0.005763704716749913,1,2025-11-24,False,0.54,1763586900.0,0.44261199999999995,0.42237700689818924
BTC,bitcoin-above-90k-on-november-23,90000.0,1763917260,1763586900,0.5283081680315956,3.823611111111111,89694.17,86702.95,7.348081080127803,-0.033917863944155205,0,2025-11-23,False,0.45,1763587800.0,-0.467325,-0.21809378567360416
ETH,ethereum-above-3100-on-november-23,3100.0,1763917260,1763587800,0.7908311247199349,3.813194444444444,2969.82,2800.67,4.192666079337312,-0.05864267064619715,0,2025-11-23,False,0.23,1763588700.0,-0.242397,0.00347213602006069
ETH,ethereum-above-3000-on-november-24,3000.0,1764003660,1763587800,0.7940322037400284,4.813194444444444,2969.82,2864.84,4.321999452941442,-0.03598884273248588,0,2025-11-24,False,0.38,1763588700.0,-0.396492,-0.24094824139820048
SOL,solana-above-130-on-november-23,130.0,1763917260,1763587800,1.0065921877235124,3.813194444444444,134.86,131.73,3.7010029448781654,-0.02348283006470027,1,2025-11-23,False,0.6,1763588700.0,0.38320000000000004,0.47011002322352924
ETH,ethereum-above-3000-on-november-25,3000.0,1764090060,1763587800,0.7906338250024613,5.813194444444444,2969.82,2931.54,3.9528274767426197,-0.012973462696645021,0,2025-11-25,False,0.39,1763588700.0,-0.40665300000000004,-0.3553711401842062
SOL,solana-above-140-on-november-24,140.0,1764003660,1763587800,0.9486849828777777,4.813194444444444,134.86,133.98,3.3833847386441396,-0.006546668226314557,0,2025-11-24,False,0.28,1763588700.0,-0.29411200000000004,-0.27196210263412085
